Store name, number of reviews, consumption, main cuisine, address, detail link, business hours,Taste,Environment,Service
Eel Life Canteen  Domineering Eel (Zhujiang New City Store),304,58, Japanese cuisine, Huachenghui/Amap Land, https://www.dianping.com/shop/k3uDg0FxtJxyjWJ3, Monday to Sunday 11:30-14:30 17:30-21:00,8.6,8.3,8.8
Yingyuan Barbeque Ground (Xiaozhou Village Branch),181,85, barbecue buffet, Haizhu District, https://www.dianping.com/shop/k3uEBjXNywrsfB45, Monday to Sunday 11 :00-22:00,8,8,8.1
Yingyuan Barbeque Ground (Xiaozhou Village Branch),182,86, barbecue buffet, Haizhu District, https://www.dianping.com/shop/k3uEBjXNywrsfB45, Monday to Sunday 11 :00-22:00,8,8,8.1
Little Swan Dumpling House (Zhongxing Road Store),81,78, Northeastern Cuisine, Zhongcun, https://www.dianping.com/shop/k3UfEmjyCcU3y24A, Monday to Sunday 10 :00-22:00,7.2,7.2,7.3
Mama stall,2100,45, Southeast Asian cuisine, Tianhe City/Sports Center, https://www.dianping.com/shop/k3UomGUswPAREIgy, Monday to Sunday 11:00-21 :00,8.5,8.2,8.6
Meng Ziyuan (Wanmin City Store),206,20, fast food, Dashi, https://www.dianping.com/shop/k3usgGcfXBKd569K, Monday to Sunday 10:00 -22:00,8.4,8.4,8.5
No. 13 Farm,64,49, Farm Cuisine, Zengcheng District, https://www.dianping.com/shop/k3uuCMQiI3INXEk4, Monday to Sunday 10:00-14:0016: 30-22:00,7.2,7,7.1
Taoli Lane  Fresh Pastries (Guangbai Xinyicheng Store),302,18, Bread Baking, Jiangnanxi, https://www.dianping.com/shop/k3v1BO9qu7f5shQF, Monday to Sunday 10:30-22:30,7.9,8,7.9
Zunbao Pizza (Daguanzhong Store),183,44, Pizza, Xiaoxintang, https://www.dianping.com/shop/k3v2ChGF9JLCst9n, Friday and Saturday 09:00 -23:00 Monday to Thursday Sunday 09:00-22:00,8,8.1,8.1
Tandoor barbecue and fresh meat (Shiqiao store),221,58, Fusion barbecue, Shiqiao, https://www.dianping.com/shop/k3V2F1D2YzPR94Ws, Monday to Sunday 11:00-24:00,8.1,7.9,8.1
and Omakase,50,813, Japanese cuisine, Zhujiang New Town, https://www.dianping.com/shop/k3V414yBLlXiVFl6, Monday to Sunday 11:30-14:3017:30-22 :00,7.6,7.8,7.9
Shangfeng Gourmet Farm,86,61, Farm Cuisine, Huashan, https://www.dianping.com/shop/k3v7sjj3HVNtIdp9, Monday to Sunday 09:30-14:0016: 30-21:00,7.6,7.5,7.6
White Rabbit. Miaomei Tangqiaowu (Beijing Road Store 2),31,14, Snacks, Beijing Road Commercial District, https://www.dianping.com/shop/k3vAGQqBLLsPw1cW, Monday to Sunday 09:30-23:00,7.5,7.5,7.5
Zhenjie Lobster (Store 1 in Yuancun),4131,158, crayfish, Yuancun, https://www.dianping.com/shop/k3VbSqCqvs0lo32V, Monday to Sunday 11: 00-14:0016:00-04:00,8.3,7.6,7.7
Zhenjie Lobster (Store 1 in Yuancun),4132,158, crayfish, Yuancun, https://www.dianping.com/shop/k3VbSqCqvs0lo32V, Monday to Sunday 11: 00-14:0016:00-04:00,8.3,7.6,7.7
SWEETNESSCOFFEE,1088,35, Cafe, Beijing Road Business District, https://www.dianping.com/shop/k3vEBGJItjNNGbnn, Monday to Sunday 10:00-18:00,8.3,8.1,8.6
Xinjuxian Restaurant,387,59, Cantonese restaurant, along Industrial Avenue, https://www.dianping.com/shop/k3VeUyyupodcqwin, Monday to Sunday 10:30-14: 0017:00-22:00,7.3,6.7,7
Yike Hainan Coconut Chicken (Panyu Yongwang Mall Store),550,98, Coconut Chicken Hot Pot, Panyu Plaza, https://www.dianping.com/shop/k3vmH4UuPEkiP7OM, Monday to Sunday 11:00-21:30,9,9,9
MyLadyBakery (Wuyang Xincheng store),298,34, bread baking, Wuyang Xincheng, https://www.dianping.com/shop/k3VqYnNRQXOJLXFR, Monday to Sunday 09:00 -20:00,7.9,8,7.9
Meili Baode,97,56, other food, along Binjiang Road, https://www.dianping.com/shop/k3VrMDXPztoIcxuq, Monday to Sunday 07:00-18: 00,7.2,7,7.2
No. 558 Internet celebrity izakayaJapanese and Korean cuisine (Beijing Road Pedestrian Street store),2234,48, Japanese cuisine, Beijing Road commercial district, https://www.dianping.com/shop/k3VT29I7ZMUj2CoO, Monday to Sunday 11:00-22:30,7.8,8,8.1
Clumsy Brothers Lobster (Tianhe Kexin Road Store),765,98, crayfish, Chebei/Dongpu, https://www.dianping.com/shop/k3W3QcFwE1YMUz3X, Monday to Sunday 16:30-03:30,7.9,7.8,7.7
Fat Daddy American Fried ChickenGuangzhou Flagship (Beijing Road Store),1062,34, Fried Chicken and Fried Skewers, Beijing Road Commercial District, https://www.dianping.com/shop/k3Wa69s806n5CYbX, Monday to Sunday 11:00-22:00,8.4,7.6,8.2
Yaojia Sushi,342,46, sushi, Tianhe Park/Shangshe, https://www.dianping.com/shop/k3WbLf70LEwTFaL4, Monday to Sunday 11:30-14: 3017:00-21:002023-10-10 break,8.5,7.8,8.2
Domino's Pizza (Yongqingfang Store),403,59, Pizza, Shangxiajiu Commercial District, https://www.dianping.com/shop/k3WdGz7YaQlCjAOQ, Monday to Sunday 10: 00-22:00,8.7,8.6,8.3
Supreme Hainanese Chicken Rice (Xingxuan Lightning Kitchen Store),15,30, other Chinese food, Dongfeng Middle Road/Yuexiu Park, https://www.dianping.com/shop/k3WGz2ucsl70GTap, Monday to Sunday 09:00-15:0016:00-21:30,7.3,7.3,7.3
Supreme Hainanese Chicken Rice (Xingxuan Lightning Kitchen Store),15,30, other Chinese food, Dongfeng Middle Road/Yuexiu Park, https://www.dianping.com/shop/k3WGz2ucsl70GTap, Monday to Sunday 09:00-15:0016:00-21:30,7.3,7.3,7.3
DAKASI (Jiarun Plaza Store),459,11, tea and juice, Tonghe/Jingxi, https://www.dianping.com/shop/k3wSGx6IoOBwNWpg, Monday to Sunday 10:00-21:30,7.9,8.1,8.1
XiaotianjiCantonese Fusion CuisineDonkeyFish,438,93, Specialties, Phoenix City, https://www.dianping.com/shop/k3wvinwNjt8L16uB, Monday to Sunday 11:00-14:0017:00-22:00,8,8.1,7.7
One vegetarian meal a day (Zhujiang New City store),578,88, vegetarian food, Huachenghui/Amap Land, https://www.dianping.com/shop/k3WVwiY0EaHhy0dl, Monday to Sunday 11:30-14:3017:30-21:00,8.5,8.3,8.7
Baodao Cantonese Dim Sum Specialty Store (China Travel Business Building Store),48,14, Baozi, Tianhe North/Guangzhou East Railway Station, https://www.dianping.com/shop/k3WWfnC12OS7INCP, Monday to Sunday 06:30-20:30,7.4,7.4,7.4
Qingrunfang Dessert (Lujiang Store),506,18, Dessert, along Binjiang Road, https://www.dianping.com/shop/k3wWzcA6WON0zVRY, Monday to Sunday 11:00 -23:00,8,7.6,8.3
Hakka - Hakka Cuisine (Luogang Wanda Store),5254,81, Cantonese Restaurant, Luogang Wanda Plaza, https://www.dianping.com/shop/k3wz8b5en1wiiUGA, Monday to Friday 11:00-14:0017:00-21:00Saturday and Sunday 11:00-15:0017:00-21:00,8.7,8.8,8.6
Farming StoryHunan Country Cuisine (Tiyu West Road Store),6286,56, Hunan Cuisine, Teem City/Sports Center, https://www.dianping.com/shop/k3X59D2KIs9pWBRN, Monday to Sunday 11:00-21:00,8.5,8.2,8.4
Deji Tea Restaurant (Fuyi Road Branch),70,45, Tea Restaurant, Panyu Square, https://www.dianping.com/shop/k3X9hcCaHx0qUcWD, Monday to Sunday 10 :00-21:00,7.3,7.2,7.3
Mi Xingjia Tan Shao Bawei (Panyu Wanda Store),57,23, Fujian cuisine, Chimelong/Nancun, https://www.dianping.com/shop/k3XcJxEUZx4xoNK3, Monday to Sunday 10:30-21:00,7.1,7.1,7.1
Roast Duck Master Beijing Roast Duck (Kecun Branch),21,35, Beijing cuisine, along Xingang West Road, https://www.dianping.com/shop/k3XfiF96DE0iYscw, Monday to Sunday 10 :00-03:00,7,7,7
Longfeng Tea Restaurant (YCC Tianyi Branch),99,46, Tea Restaurant, Tianhebei/Guangzhou East Railway Station, https://www.dianping.com/shop/k3xoHNa9wQ1zcPCR, Monday to Sunday 11:00-21:00,7.9,8.1,8
Meet Xiaomian (Animation Star City Store),2535,28, Porridge and Noodles, Beijing Road Commercial District, https://www.dianping.com/shop/k3xqLgzctH3ILjxJ, Saturday and Sunday 10:00-22:00 Monday to Friday 10:00-21:30,8.2,8,8
Tea Li Yishi (Animation Star City Store),624,17, tea juice, Beijing Road Commercial District, https://www.dianping.com/shop/k3xTdSg4b1ph1nfH, Friday to Sunday 10:00-22:00 Monday to Thursday 10:00-21:30,9,8.8,8.9
Taier Pickled Fish (Jiayu Suncity Plaza Store),2251,78, Pickled Fish/Boiled Fish, Jiayu Suncity, https://www.dianping.com/shop/k3Y4OWY2WgsffmrB, Monday to Friday 11:00-14:00 17:00-21:00 Saturday and Sunday 11:00-21:00,8.9,8.9,8.9
Nansha Yuexiu Sheraton Hotel-Ya Japanese and Korean Restaurant,439,287, Japanese cuisine, Jinzhou Business District, https://www.dianping.com/shop/k3Y5fJw27Sbuy04y, Monday to Sunday 17: 30-22:00,7.9,8.3,8.3
Ming Zai Ji Tang Shui Shop,225,11, Dessert, along Jiangnan Avenue, https://www.dianping.com/shop/k3Y6MEGtR7vfA6EX, Monday to Sunday 12:00-23: 00,8.6,7.7,8.6
Linyuan Garden Restaurant (Shunying Building Store),128,406, Private Kitchen, Tianhe Park/Shangshe, https://www.dianping.com/shop/k3YCzDdCsFIzMqJg, Monday to Sunday 11:00-22:00,7.3,7.6,7.4
LaoxiangcunHunan Local Cuisine (Beijing Road Tianhe City Store),1767,80, Hunan Cuisine, Beijing Road Commercial District, https://www.dianping.com/shop/k3Ydk5K7YmqBPoZJ, Monday to Sunday 10:00-14:0017:00-21:00,8.8,8.8,8.7
Big BrotherHandmade NoodlesNorthwestern Cuisine (Zengcheng Donghuicheng Store),175,48, Northwest folk cuisine, Donghuicheng/Renrenle, https://www.dianping.com/shop/k3yF0UQWBkxz6epz, Monday to Sunday 11:00-21:30,9,8.9,9
Tancha Delicious Cantonese Tea Snacks (Fangcun Store),356,52, Cantonese Tea Snacks, Fangcun, https://www.dianping.com/shop/k3z61FnDnZOhOGNh, Monday to Sunday 07:00-21:00,7.2,7.3,7.1
Xingyue Restaurant (Poly Clovis Branch),1662,156, Cantonese restaurant, Zhujiang New Town, https://www.dianping.com/shop/k3ZDvuKhfVGd4mZI, Saturday and Sunday 09 :00-15:0017:30-22:30Monday to Friday11:00-14:0017:30-21:00,8.8,8.8,8.6
Jiangnan Honjia Korean Charcoal BBQ (Longdong Store),2814,69, Korean cuisine, Longdong/Cencun, https://www.dianping.com/shop/k3zFYfjmOajFqe8x, Monday to Sunday 10:00-02:00,8.1,8.2,8.2
Chaodian Restaurant (Haizhu Middle Road Branch),320,56, Cantonese refreshments, Zhongshan Sixth Road, https://www.dianping.com/shop/k3ZJPksK9uOUmeoq, Monday to Sunday 07: 00-14:3016:00-22:00,7,6.9,6.7
tencafe,674,147, coffee shop, Zhongshan Ersan Road/Dongshankou, https://www.dianping.com/shop/k3zL4MGDgvWpBucP, Monday to Sunday 15:00 -02:00,7.9,8.6,8
Naixue's Tea (Huangpu Dayuehui Store),163,19, tea and juice, Science City/Luogang Gaodehui, https://www.dianping.com/shop/k3znJJ55eugKZyYf, Monday to Sunday 10:00-22:00,8.9,8.9,8.8
Jiubiao Private Kitchen (Jiangnan Branch),83,108, Private Kitchen, along Industrial Avenue, https://www.dianping.com/shop/k3Zrpa7kPg3YPozM, Monday to Sunday 11:00- 14:3017:00-02:30,7,7,7
Bingcheng Yanhui Harvest Iron Pot Stew (Luogang Wanda Golden Street Store),78,93, Northeastern cuisine, Luogang Wanda Plaza, https://www.dianping.com/shop/k3ZSYccP4IMQReGY, Monday to Sunday 11:00-14:0016:30-23:00,7.3,7.5,7
Zunbao Pizza (Free Person Store),262,34, Pizza, Huadu District, https://www.dianping.com/shop/k3zuykWlSkbQyxXp, Friday and Saturday 09:00 -23:00 Monday to Thursday Sunday 09:00-22:00,8.2,8.2,8.2
Zunyi Xiazi Zhangliu Mutton Noodles (Zhongshan 3rd Road Store),1376,29, porridge noodles, Zhongshan 23rd Road/Dongshankou, https://www.dianping.com/shop/k3zV0iAKfEHw5XZo, Monday to Sunday 10:00-22:00,8.1,8.1,7.6
Ring LobsterCharcoal Oven Chicken PotGrilled FishBBQ (Jiahe Wanggang Store),720,84, Crayfish, Jiahe Wanggang, https://www.dianping.com/shop/k3ZVLFsVJthSd5pG, Monday to Sunday 17:00-03:00,9.1,9.1,9.1
Ring LobsterCharcoal Oven Chicken PotGrilled FishBBQ (Jiahe Wanggang Store),722,85, Crayfish, Jiahe Wanggang, https://www.dianping.com/shop/k3ZVLFsVJthSd5pG, Monday to Sunday 17:00-03:00,9.1,9.1,9.1
Xiangyue Jingshi,99,66, Hunan cuisine, Xinshi, https://www.dianping.com/shop/k3zwtbU821uPmUz9, Monday to Sunday 11:00-14:0017: 00-21:00,7.3,7.3,7.3
Cencun Firewood Turkey,285,82, Farm Food, Longdong/Cencun, https://www.dianping.com/shop/k406LQp4uEyHAhdf, Monday to Sunday 10:00-22 :00,8.1,7.6,8
Master Huang Cake Shop (Longzhu Road Store),1721,16, Bread Baking, Jianshe North Road, https://www.dianping.com/shop/k407W8ZG352yTTEx, Monday to Sunday 07 :00-22:30,7.9,7.7,7.7
Oxygen hand-made lemon tea (Tianhe Gangding store),170,9, tea juice, Shipai/Longkou, https://www.dianping.com/shop/k40IP2W5bp3jTK70, Monday to Sunday 10:00-24:00,8.6,8.5,8.6
Tancha Delicious Cantonese Tea Snacks (Jianggao Store),249,59, Cantonese Tea Snacks, Jianggao Town, https://www.dianping.com/shop/k40Kqozenq3w0Z2M, Monday to Sunday 08:00-22:00,7.3,7.4,7.3
Real Kung Fu (Tianxi Bay Store),63,29, fast food, Nansha District, https://www.dianping.com/shop/k40Mbu7SF4HGFZgI, Monday to Sunday 07: 30-21:00,8.2,8.1,8.1
Poly Holiday Hotel Moonlight Western Restaurant (Science City Branch),1074,154, buffet, Science City/Luogang Gaodehui, https://www.dianping.com/shop/k40oxasCv39G868x, Monday to Sunday 06:30-10:0017:30-21:30,7.2,8.1,8
Wooden House BBQ (Tangxia Branch),7022,88, Kebabs, Tangxia, https://www.dianping.com/shop/k40P2FsIAc7BnNjX, All day from Monday to Sunday,8.5,8.5,8.5
Yaesheng  Fried pork cutlet  Set meal (Dongfang Baotai store),229,39, Japanese simple meal/fast food, Tianhebei/Guangzhou East Railway Station, https://www.dianping.com/shop/k40QZDUdPSAM5Ghz, Monday to Sunday 11:00-21:00,7.7,7.9,7.7
Qingqi Zhajiang Noodles (Huachenghui Branch),166,42, Korean cuisine, Zhujiang New Town, https://www.dianping.com/shop/k40uIBiBOE7ZUqMD, Monday to Sunday 10:30-21:00,9,9,9.1
Oyster Wangcai Food StallOriginal Yellow Pepper Oysters (Dongxiao South Store),2313,98, skewers, along Dongxiao South Road, https://www.dianping.com/shop/k40XoIlPQDoiY9lv, Monday to Sunday 17:00-05:00,8.7,8.6,8.7
Oyster Wangcai Food StallOriginal Yellow Pepper Oysters (Dongxiao South Store),2316,98, skewers, along Dongxiao South Road, https://www.dianping.com/shop/k40XoIlPQDoiY9lv, Monday to Sunday 17:00-05:00,8.7,8.6,8.7
Hulunbuir Roast Lamb (Nantian Road Main Store),9141,98, Roast Lamb Leg, Jiangnanxi, https://www.dianping.com/shop/k40you0nq2GrMqwE, Monday to Sunday 11 :00-02:00,8.9,8.2,8.5
Maofu Family Banquet (Chigang Branch),278,47, Hunan Cuisine, Kecun/Chigang, https://www.dianping.com/shop/k41pqiFvh2ZX9L8O, Monday to Sunday 10:30-21:30,9.1,8.8,9
Naixue's Tea (Hengrun Plaza PRO Store),612,18, tea and juice, Beijing Road Commercial District, https://www.dianping.com/shop/k425KsrPxHxffqVE, Monday to Friday 08:00-22:00,8.2,8.2,7.9
Yi LaoMala TangMaocai (Shiqiao Branch),607,29, fast food, Shiqiao, https://www.dianping.com/shop/k42rqEXo5e8JW46i, Monday to Sunday 11:00-21:30,8.1,8.4,8.5
Yi LaoMala TangMaocai (Shiqiao Branch),609,29, fast food, Shiqiao, https://www.dianping.com/shop/k42rqEXo5e8JW46i, Monday to Sunday 11:00-21:30,8.1,8.4,8.5
FujiGuangfu Jiejie Pot (Link Exhibition Plaza Store),1527,81, Guangzhou Cuisine, Xingsheng Road/Hacecourse, https://www.dianping.com/shop/k42WrsReJu1RSv6C, Monday to Sunday 11:00-21:30,9.1,9.1,9.1
COLINMINT Jianyue Kitchen (R&F Haizhucheng Store),10992,101, Western food, Jiangnanxi, https://www.dianping.com/shop/k42yR5E22kRaBpsk, Saturday and Sunday 11: 30-15:0017:00-21:30Monday to Friday 11:30-14:0017:00-21:30,8.6,8.4,8.4
HahakkaPrivate Dining-Hakka Cuisine (Wanlinghui Store),4269,83, Hakka Cuisine, Teem City/Sports Center, https://www.dianping.com/shop/k435WjNuUtWsc7L0, Monday to Sunday 11:00-14:0017:00-21:00,9.1,9.2,9.1
HahakkaPrivate Dining-Hakka Cuisine (Wanlinghui Store),4271,83, Hakka Cuisine, Teem City/Sports Center, https://www.dianping.com/shop/k435WjNuUtWsc7L0, Monday to Sunday 11:00-14:0017:00-21:00,9.1,9.2,9.1
Meet HunanAuthentic Hunan Cuisine (Huangpu Taifeng Store),2873,64, Hunan Cuisine, Dashadi, https://www.dianping.com/shop/k43d2FFZxRDyXovJ, Monday to Sunday Sunday 11:00-21:30,9,9,9
Jiangluyuan Charcoal Barbecue (Donghuicheng Store),1196,105, fusion barbecue, Donghuicheng/Renrenle, https://www.dianping.com/shop/k440QLnHphrqU2s5, Monday to Sunday 10:00-22:00,9.1,9.1,9.1
Jiuji Seafood (Zhucun Store),341,168, Seafood, Chebei/Dongpu, https://www.dianping.com/shop/k446EdNCp6AktzMJ, Monday to Sunday 11:00 -14:0016:30-02:00,7.8,7.3,7.4
Hongyi Palace Traditional Spicy Beef Soup (Guangzhou Yuanjing Road Store),56,76, Korean cuisine, along Airport Road, https://www.dianping.com/shop/k44A9NSKKyjBbHgR, Monday to Sunday 10:00-22:00,7.7,7.7,7.8
Chongqing Chicken Pot (Wushan Branch),551,33, Sichuan Restaurant, Yanling/Wushan, https://www.dianping.com/shop/k44jAn0CdjWhFbqr, Monday to Sunday 10 :00-22:00,7.7,7.6,7.4
Kampong,360,52, Southeast Asian cuisine, China Plaza, https://www.dianping.com/shop/k45MoCBZAkw0U0qi, Monday to Sunday 11:30-14:0017:00 -21:00,8.3,8,7.6
Jindao Wagyu Kaiseki (Zhuguang Yifang Store),40,1282, Japanese cuisine, Xingsheng Road/Horse Racecourse, https://www.dianping.com/shop/k45NCxwvzevnnRDp, Monday to Friday,7.8,7.9,7.9
BKTLMod drunk performance artist,45,49, other Chinese food, Longdong/Cen Village, https://www.dianping.com/shop/k45nTtVoCoCb9aME, Monday to Sunday 12:00- 02:00,7.3,7.4,7.4
Dadaosha Farm,82,88, Farm Cuisine, Panyu District, https://www.dianping.com/shop/k45OcsPFEmpQY8kQ, Monday to Sunday 11:00-13:3017: 30-20:30,7.5,7.2,7.2
Laoye Hainan Wenchang Chicken (Yile Branch),167,37, other Chinese food, along Xingang West Road, https://www.dianping.com/shop/k45vWxWoDtTLZnWt, Tuesday to Sunday 11:00-14:30 17:00-21:00,8,7.5,7.9
Laoye Hainan Wenchang Chicken (Yile Branch),167,37, other Chinese food, along Xingang West Road, https://www.dianping.com/shop/k45vWxWoDtTLZnWt, Tuesday to Sunday 11:00-14:30 17:00-21:00,8,7.5,7.9
Guangzhou HNA Westin Hotel-PREGO Italian Restaurant,1013,195, Italian cuisine, Tianhe North/Guangzhou East Railway Station, https://www.dianping.com/shop/k46eiHo8NyRd6u2x, Monday to Sunday 11:30-14:0014:30-17:0017:30-21:30,8.3,9.1,9
ManRobatayakiSushi (Longzhu Road store),1333,149, Japanese cuisine, Laiyoula/RT-Mart, https://www.dianping.com/shop/k46EiWVdS3Jzo0DO, Monday to Sunday 11:30-15:0017:00-21:30,9,9,8.9
Chaoxinglong Fish Store (Dazhuang International Plaza Store),1859,105, Chaoshan Cuisine, Luogang Wanda Plaza, https://www.dianping.com/shop/k46GYBe6UCtwQxzz, Monday to Sunday 11:00-14:0017:00-21:00,9,9,9
ShixiangBig Bowl of Local Cuisine (Xinke Store),207,53, Hunan Cuisine, Jiahe/Rhehe, https://www.dianping.com/shop/k472sJgEYHcBHnX0, Monday to Sunday Sunday 10:00-22:00,8.5,8.5,8.5
Rosemary Dessert Artist (Jiangnanxi Store),143,34, Dessert, Jiangnanxi, https://www.dianping.com/shop/k47t5bTpYngOoV4M, Monday to Sunday 12:00- 22:00,7.8,8,7.8
Shidan Tea Restaurant,92,31, Tea Restaurant, Huanshi East Road/Ouzhuang, https://www.dianping.com/shop/k47tO34qRBhNg3eC, Monday to Sunday 11: 00-20:30,7.5,7.5,7.5
Haoyue Sip Private Kitchen Cuisine,15,98, Private Kitchen Cuisine, Yongtai, https://www.dianping.com/shop/k47yi5jGlZU3c50r, Monday to Sunday 10:00-22:00,7.3,7.4,7.4
Feng Xiao GuanShunde Cuisine (Yanhui Plaza Store),3573,74, Shunde Cuisine, along Jiangnan Avenue, https://www.dianping.com/shop/k48BngR3gNfD4csm, Monday to Sunday 11:00-21:00,9,9,9
Jiushi Barbeque (Longdong Branch),1662,72, fusion barbecue, Longdong/Cencun, https://www.dianping.com/shop/k48QN9LPCQrfmLic, Monday to Sunday 11: 00-00:30,8.6,8.7,8.8
Eight fusion dishesAncient Cantonese cuisine,873,101, Guangzhou cuisine, along Dongxiao South Road, https://www.dianping.com/shop/k48XhrJhEw9h6fSM, Monday to Sunday 10:00 -14:0017:30-22:30,8.1,8.6,8.4
Hongfu Hotel,88,88, Farm Cuisine, Yuancun, https://www.dianping.com/shop/k496mnb5DFSVeSor, Monday to Sunday 11:00-23:00,7.4,7.3,7.4
Xiaohuajiao Laotan Pickled Fish (Jianggao Store),374,60, Pickled Fish/Boiled Fish, Jianggao Town, https://www.dianping.com/shop/k49AkV6jOooNTK9x, Monday to Sunday 10:30-21:30,7.4,7.4,7.4
Meishan Wedding Park,1079,58, Cafe, Zhongshan Ersan Road/Dongshankou, https://www.dianping.com/shop/k49DjoUt2WGg6o4h, Saturday and Sunday 12:00 -21:00Monday to Friday 13:00-19:002023-09-30 to 2023-10-0612:00-...,8.1,8.9,8.4
Wei Jiao Wei JianAbalone ChickenDurian Chicken (Nangang Wanda Store),741,75, Guangzhou Cuisine, Living Area/Nangang, https://www.dianping.com/shop/k49pT9YCNrvG3OF1, Monday to Sunday 11:00-21:30,8.4,8.6,8.9
New Taste FarmAnu Shuinan Fish Pot,55,70, farm cuisine, Phoenix City, https://www.dianping.com/shop/k49QoIflm5cCtLa8, Monday to Sunday 11 :30-21:30,7.4,7.3,7.4
Desert Style Charcoal Barbecue Hot Pot Buffet (Guangming Square Branch),1894,79, Buffet, Beijing Road Commercial District, https://www.dianping.com/shop/k49SHYiUNlxwOILI, Monday to Sunday Sunday 11:00-22:30,7,7.1,7.1
Cousin Tea Restaurant (Kaisa Plaza Store),168,42, Tea Restaurant, Teem City/Sports Center, https://www.dianping.com/shop/k4A1yFhPm52bA4l5, Monday to Sunday 10:00-20:00,8,8,8
Qianxun DianweiBBQ buffet,35,72, BBQ buffet, Panyu District, https://www.dianping.com/shop/k4a5cFMeFGkQpUsU, Monday to Sunday 18:00- 03:00,7.1,7.3,7.5
Heyuan FarmFarm Cuisine,69,73, Farm Cuisine, Changlong/Nancun, https://www.dianping.com/shop/k4Ae6hengJp9lT0s, Monday to Sunday 11:00 -14:0017:00-21:00,7.3,7.4,7.5
Baiguoyuan (Meihua Road Store),116,36, fruit shop, Dongfengdong/Yang Ji, https://www.dianping.com/shop/k4aGaUYzL1hyWv1h, Monday to Sunday 08 :00-23:30,7.4,7.4,7.3
Jin Wanshun Charcoal Barbeque (Guangzhou Shipai East Store),837,78, fusion barbecue, Shipai/Bainaohui, https://www.dianping.com/shop/k4AlZDrHkTa5EWUH, Monday to Sunday 11:00-01:00,9.1,9,9.1
Jin Wanshun Charcoal Barbecue (Guangzhou Shipai East Store),838,78, fusion barbecue, Shipai/Bainaohui, https://www.dianping.com/shop/k4AlZDrHkTa5EWUH, Monday to Sunday 11:00-01:00,9.1,9,9.1
McDonald's (Huayi Department Store),656,21, Western fast food, Shipai/Longkou, https://www.dianping.com/shop/k4AMBcUlLe1pkOQG, All day from Monday to Sunday,8.5,8.3,8.4
Changping Zhusheng Wonton NoodlesFresh Shrimp Wonton Noodles (Tianhe Xintiandi Store),68,17, Porridge Noodles, Tianhe Passenger Terminal, https://www.dianping.com/shop/k4aRJPMGV4AAB4Ps, Monday to Sunday 10:00-21:30,7.6,7.7,7.9
Tims Tianhao Coffee (CITIC Plaza Store),160,22, coffee shop, Tianhe North/Guangzhou East Railway Station, https://www.dianping.com/shop/k4AwwVwiT1X0XCzz, Monday to Sunday 07:30-21:00,8.4,8.3,8.4
